type_id,sub_object,sub_object_code,object,object_code,character,character_code
2862,Short-DyleMedi-Cal O-PGrssChrg,465304,Outpatient Revenues,465,Charges For Services,460
2863,Tire Rent,531220,Rents/Leases-Equipment,RENTLSE_EQUIP,Non-Personnel Services,NON_PERS_SVCS
2864,Misc Correction Service Rev,460799,Correction Service Charges,CORR_SVC_CHG,Charges for Services,CHGS_FOR_SERVICES
2865,Gross Receipt Tax PropositionE,411220,Gross Receipts Tax,GROSS_REC_TAX,Business Taxes,BUS_TAX
2866,Env Hlth Temporary Events,463576,Public Health Charges,PUB_HLTH_CHG,Charges for Services,CHGS_FOR_SERVICES
2867,Special Item - Inflow,470710,Special Item - Inflow,470710,Extraordinary Items-Gain,EXTRA_ITEM_GAIN
2868,NSFChecks,478902,Other Operating Adjustments,478,Other Revenues,475
2869,ISF Rec Fr Light Heat & Power (AAO),860UL,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
2870,ITI Fr 3CSif-StrtImpvtCapPrjFd,495018,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
2871,Materials & Supplies-Budget,540000,Materials/Supplies Budget Only,MTL_SUPP_BUD,Materials & Supplies,MTL_SUPP
2872,Vision Care -CCSF-Retiree,473267,Health Svc Fnd-Empl Contr-Reti,HLTH_SVC_FUND_EM_RT,Charges for Services,CHGS_FOR_SERVICES
2873,Exp Rec Fr Bldg Inspection AAO,486110,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
2874,GF-Social Services,581950,GF-Social Services,581950,Services Of Other Depts,SVCS_OTHER_DEPTS
2875,Sr-DPW-Urban Forestry,581081,Sr-DPW-Urban Forestry,581081,Services Of Other Depts,SVCS_OTHER_DEPTS
2876,Dp-Wp Equipment Maint,529110,Maint Svcs-Equipment,MNTSVCS_EQUIP,Non-Personnel Services,NON_PERS_SVCS
2877,Frnge-PostTxHlthPckup-CityPlan,473169,Health Svc Fund-Emp Contr Acti,HLTH_SVC_FUND_EMP_CN,Charges for Services,CHGS_FOR_SERVICES
2878,Sale Of Water-SF Consumers,468111,Water Sales,WATER_SALES,Charges for Services,CHGS_FOR_SERVICES
2879,Exp Rec Fr Juvenile Court (AAO),865JV,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
2880,Foster Care 4E Waiver (Fed Share),40151,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
2881,Exp Rec Fr Children & Fam AAO,486200,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
2882,Stipends,527830,Profess & Specialized Svcs,527,Non Personnel Services,521
2883,Building Permits,461115,Planning & Engineering Svcs,461,Charges For Services,460
2884,ITI Fr 3C-Cfi-Correction FacCP,495040,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
2885,Emancipated Youth Stipends,536220,Aid Assistance,536,Aid Assistance,536
2886,GF-Juvenile Court,581630,GF-Juvenile Court,581630,Services Of Other Depts,SVCS_OTHER_DEPTS
2887,Lifeline Pass,466110,Transit Pass Revenue,TRANS_PASS_REV,Charges for Services,CHGS_FOR_SERVICES
2888,Other City Property Rentals,439899,Other City Property Rentals,OTH_CITY_PROP_RENT,Rents & Concessions,RENTS_CONCESSIONS
2889,Expense-Suspense-Non-Salaries,527050,Profess & Specialized Svcs,527,Non Personnel Services,521
2890,Holiday Pay - Misc,501070,Permanent Salaries-Misc,501,Salaries,501
2891,Prevailing Wage Restitution,527980,Profess & Specialized Svcs,527,Non Personnel Services,521
2892,HlthRev-CCSF-OTC-Dentl-Retiree,473254,Health Serv Fund-Emply Contrib,469,Charges For Services,460
2893,"Fringe-Hlth Pickup, P5:Aetna(Non-Uniform",73188,Health Serv Fund-Emply Contrib,469,Charges For Services,460
2894,ReallocSourAmgProj-CleanupOnly,479904,Other Non-Operating Revenues,479,Other Revenues,475
2895,Fiber Lease Revenues,439814,Other City Property Rentals,OTH_CITY_PROP_RENT,Rents & Concessions,RENTS_CONCESSIONS
2896,OP Adj Corporate/Client FC116,465876,Outpatient Contl Rev Deduct,OUTPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
2897,Camp Mather Fees,462621,Rec & Park-Service Charges,462,Charges For Services,460
2898,GF-HR Mgmt-Benefits Admin Sys,581620,GF-HR Mgmt-Benefits Admin Sys,581620,Services Of Other Depts,SVCS_OTHER_DEPTS
2899,CFC & Motor Vehicle A-C Permit,463542,Public Health Charges,PUB_HLTH_CHG,Charges for Services,CHGS_FOR_SERVICES
2900,Financial Services,527220,Profess & Specialized Svcs,527,Non Personnel Services,521
2901,Veterans Building-Office Rentl,435540,Cultural Facilities - Rentals,CULT_FAC_RENT,Rents & Concessions,RENTS_CONCESSIONS
2902,Shop;Bldg&FieldEq-L-P-OptRenew,562410,Equipmnt Lease-Purch-Opt Renew,562,Capital Outlay,560
2903,IHSS Contrct-ModeTitleXixShare,440204,Federal - Pub Assistance Prog,FED_PUB_ASS_PROG,Intergovernmental: Federal,INTER_REV_FED
2904,Vacant-Abandoned Building Fee,461186,Planning & Engineering Svcs,461,Charges For Services,460
2905,Health Pretax-Pacific Care,73103,Health Serv Fund-Emply Contrib,469,Charges For Services,460
2906,Ped Fish Veg Fru,460145,General Government Services,460,Charges For Services,460
2907,Dialysis - Patient Pay,465915,Net Patient Revenue,NET_PAT_REV,Charges for Services,CHGS_FOR_SERVICES
2908,GF-Occ-Citizens Complaints,581700,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
2909,Misc Library Service & Oth Rev,462599,Library Services,462,Charges For Services,460
2910,OTOto4D-Cop-CertOfPrtcptnBndfd,591270,Other Operating Transfers Out,593,Operating Transfers Out,591
2911,Veterinary,544910,Hospital;Clinic & Lab Supplies,544,Materials & Supplies,540
2912,HlthRevUSD-OTC-Medicl-Retiree,473252,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
2913,SFFD Tx Coll Renewal Fee,460671,Public Safety Service Charges,460,Charges For Services,460
2914,Bank Service Fee,535930,Other Current Expenses,535,Non Personnel Services,521
2915,Adult Monthly Pass,466101,Transit Pass Revenue,TRANS_PASS_REV,Charges for Services,CHGS_FOR_SERVICES
2916,OTO To 2S/LIB-Public LibraryFd,591150,Other Operating Transfers Out,OTH_OPER_TF_OUT,Transfers Out,OPER_TFR_OUT
2917,Sr-CWP-Clean Water Department,581077,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
2918,Env Contractor-Consulting Svcs,527070,Professional/Specialized Svcs,PROF_SPEC_SVC,Non-Personnel Services,NON_PERS_SVCS
2919,OP Adj Comm Non-HMO FC106,465866,Outpatient Contl Rev Deduct,OUTPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
2920,Pretax Dental-Unknown City Plan,73134,Health Serv Fund-Emply Contrib,469,Charges For Services,460
2921,SF Housing Authority Services,083HA,Services of Other City Agencies,083,Services Of Other Depts,581
2922,DpSnfDstnctPartSkilldNursngFac,465911,Net Patient Revenue,NET_PAT_REV,Charges for Services,CHGS_FOR_SERVICES
2923,Hlth Housing-Apts ReInspectFee,463579,Public Health Charges,463,Charges For Services,460
2924,Penalty-Costs-Redemption,410943,Other Property Tax,OTH_PROP_TAX,Property Taxes,PROP_TAX
2925,OCII Payments-SFPUC-Personnel,536970,OCII Payments to City Dept,OCII_PMTS_CITY_DEPT,Non-Personnel Services,NON_PERS_SVCS
2926,OTI Fr 3C-Eqs-Equake Safety Im,493054,Other Operating Transfers In,493,Operating Transfers In,491
2927,Food Beverage Human Consumptn,420130,Business Health Licenses,420,Licenses; Permits & Franchises,420
2928,Exp Rec Fr DPW-AT (Non-AAO),875AT,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
2929,Bond Reserve Payments,572110,Debt Redemption,DEBT_REDEMP,Debt Service,DEBT_SERVICE
2930,Medicare Managed Care E-R Rev,465426,Emergency Room Revenues,465,Charges For Services,460
2931,SR-Neighborhood Beautification,581163,SR-Neighborhood Beautification,581163,Services Of Other Depts,SVCS_OTHER_DEPTS
2932,Permit Phone Booth,460644,Public Safety Service Charges,PUB_SAFE_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
2933,IP Adj Charity FC114,465774,Inpatient Contl Rev Deduct,INPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
2934,Food Stamps E & T (State-Admin),45124,State-Public Assistance Admin,445,Intergovernmental Rev-State,445
2935,SFFD Orig Filing-Posting Fee,460672,Public Safety Service Charges,PUB_SAFE_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
2936,Solid Waste Impound Acct Fee,460148,General Government Services,460,Charges For Services,460
2937,Herbst Theater Rental,435521,Cultural Facilities-Rentals,435,Rents & Concessions,435
2938,Holiday Pay - Misc,501070,Holiday Pay,512,Salaries,501
2939,OTI Fr 2S-Pwf-Public Works Fd,493019,Other Operating Transfers In,493,Operating Transfers In,491
2940,Vision Care -CCD-Active,473266,Hlth Srvc Fnd-Emp Contr-Active,469,Charges For Services,460
2941,Rental-BART,437217,SFO-Passenger Terminal Rental,437,Rents & Concessions,435
2942,Scavenger Services,528010,Maint Svcs-Building & Structur,MNTSVCS_BLDG_STRUC,Non-Personnel Services,NON_PERS_SVCS
2943,GF-Registrar Of Voters,581910,GF-Registrar Of Voters,581910,Services Of Other Depts,SVCS_OTHER_DEPTS
2944,OTI Fr 7E-Gif-Gift Funds,493043,Other Operating Transfers In,493,Operating Transfers In,491
2945,Uniforms,545310,Safety,545,Materials & Supplies,540
2946,Other ERS Employee Share,470109,Retirement - Contributions,470,Contribtns (Ret;Hss;Hlth Care),470
2947,One-Time Comp Time-Uniform,510160,One-Time Payments,ONE_TIME_PMT,Salaries,SALARIES
2948,Hospital Fee Ab1383,466005,State Bill Revenues,STATE_BILL_REV,Charges for Services,CHGS_FOR_SERVICES
2949,Cal Learn(Fed-Admin),40122,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
2950,Off Hours Boiler Inspection,61158,Planning & Engineering Svcs,461,Charges For Services,460
2951,HB OP Comm HMO FC105,465365,HB Outpatient Revenue,HB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
2952,Rent - Harbor Services,436260,Port-Harbor Rents,436,Rents & Concessions,435
2953,Electricity Sale-Wholesale,468618,Electricity Sales,ELEC_SALES,Charges for Services,CHGS_FOR_SERVICES
2954,Fixed Assets Retirement-Disp,578990,FA Ret.;Disposal & Writeoff,FA_RET_DISP_WO,Other Expenses-Non Expend Type,OTH_EXP_NON_EXP
2955,Chargeable Supplies-Medicare,544980,Hospital: Clinic/Lab Supplies,HOSP_CLIN_LAB_SUPP,Materials & Supplies,MTL_SUPP
2956,M I Adults O-P Write-Off,465821,Revenue Deductions,465,Charges For Services,460
2957,Other Health Fee,463508,Public Health Charges,463,Charges For Services,460
2958,Prop Tax-Administrative Cost,410940,Other Property Taxes,410,Property Taxes,410
2959,ITI Fr 3C-Phf-Public HealthFac,495042,Intrafund Transfers In (Iti),495,Intrafund Transfers In,495
2960,Dental Supplies,544420,Hospital;Clinic & Lab Supplies,544,Materials & Supplies,540
2961,Exp Rec Fr Trial Courts (AAO),486680,Expend Recov Svc to AAO Fund,EXP_REC_SVC_AAO_FND,Expenditure Recovery,EXP_RECOVERY
2962,Exp Rec Fr County Ed(AAO),865SD,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
2963,ITO To 2S/NDF-NeghborhoodDevFd,595110,ITO To 2S/NDF-NeghborhoodDevFd,595110,Intrafund Transfers Out,INTRA_TFR_OUT
2964,SFCCD Employee Contrib-Pre Tax,473233,Health Svc Fund-Employee Contr,HLTH_SVC_FUND_EMPL_C,Charges for Services,CHGS_FOR_SERVICES
2965,ExpiredChckCancellatnsReissue,478951,Other Operating Adjustments,478,Other Revenues,475
2966,M I Adults I-P Gross Charges,465208,Inpatient Revenues,465,Charges For Services,460
2967,Exp Rec Fr Rec & Park (AAO),865RP,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
2968,Water &Sewage Treatment Supply,548990,Water Sewage Treatmnt Supplies,548,Materials & Supplies,540
2969,GF-Retirement Service,581900,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
2970,RedLightFine-PoliceTcktIssunce,425112,Traffic Fines,425,Fines; Forfeitures & Penalties,425
2971,Callback-Repair Svc Elev-Escal,528920,Maint Svcs-Building&Structures,528,Non Personnel Services,521
2972,Medi-Cal Tcm-Maa,465317,HB Outpatient Revenue,HB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
2973,OTI FR 4D-COP-COP Bond,493065,Other Operating Transfers In,493,Operating Transfers In,491
2974,MTC Bridge Tolls-Cap,449207,Other-Transp-Trans-Cap Assist,449,Intergovernmental Rev-Other,449
2975,1 & 2 Family Rental Unit Fee,461161,Planning & Engineering Svcs,461,Charges For Services,460
2976,Hospital-Chgs-Tpa-Misc Revenue,475319,Chn-Other Operating Revenue,475,Other Revenues,475
2977,Capacity Fees,479993,Other Non-Operating Revenues,OTH_NONOP_REV,Other Revenues,OTH_REV
2978,Facilities Maint bdg-Cfwd Only,585040,Facilities Maint Bdgt-Cfwd,FAC_MNTC_BUD_CFWD,Carry-Forward Budgets Only,CARRYFWD_BUD_ONLY
2979,Short-Doyle O-P Gross Charges,465303,Outpatient Revenues,465,Charges For Services,460
2980,GF-Parking & Traffic,581770,GF-Parking & Traffic,581770,Services Of Other Depts,SVCS_OTHER_DEPTS
2981,Health Service-Dependents,515410,Health Service,515,Mandatory Fringe Benefits,513
2982,Foster Parent Training & Recruitment-Fed,40160,Federal-Publc Assistance Admin,440,Intergovernmental Rev-Federal,440
2983,Penalty-Costs-Redemption,410943,Other Property Taxes,410,Property Taxes,410
2984,Medical Supplies,544410,Hospital: Clinic/Lab Supplies,HOSP_CLIN_LAB_SUPP,Materials & Supplies,MTL_SUPP
2985,Berth & Mooring Fees - West,462673,Rec & Park-Service Charges,462,Charges For Services,460
2986,OTO To 5N-Parking & Traffic Fd,591350,Other Operating Transfers Out,593,Operating Transfers Out,591
2987,Wharfage-Cargo Services,464030,Port - Cargo Services,PORT_CARGO_SVCS,Charges for Services,CHGS_FOR_SERVICES
2988,Ambulance Billings,465916,Net Patient Revenue,465,Charges For Services,460
2989,Veterinary,544910,Hospital: Clinic/Lab Supplies,HOSP_CLIN_LAB_SUPP,Materials & Supplies,MTL_SUPP
2990,Auditing & Accounting,527210,Professional/Specialized Svcs,PROF_SPEC_SVC,Non-Personnel Services,NON_PERS_SVCS
2991,Sale Of Water-Sub Non Resale,468131,Water Sales,WATER_SALES,Charges for Services,CHGS_FOR_SERVICES
2992,Event Fees,460156,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
2993,Managed Care - Medicare-O-PAdj,465854,Contl Rev Deduct,REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
2994,Itinerant Aircraft Landing Fee,467121,SFO-Flight Operations,SFO_FLGHT_OPS,Charges for Services,CHGS_FOR_SERVICES
2995,ITI Fr 2S/OSP-Open Spce&Prk Fd,495012,ITI Fr 2S/OSP-Open Spce&Prk Fd,495012,IntraFund Transfers In,INTRAFD_TFR_IN
2996,Golden Gateway Garage,435211,Parking Garage-Lot Rentals,435,Rents & Concessions,435
2997,Exp Rec Fr Mayor (AAO),865MY,Recovery for Svcs to AAO Funds,865,Expenditure Recovery,865
2998,OTO To 2S/WMF-War Memorial Fd,591210,Other Operating Transfers Out,OTH_OPER_TF_OUT,Transfers Out,OPER_TFR_OUT
2999,Option One Death Benefit,555330,Retirement Trust Fund,555,Fiduciary-Benefit Payments,555
3000,Exp Rec Fr Port Commission (Non-AAO),875PO,Recovery for Svcs to Non-AAO Fds,875,Expenditure Recovery,865
3001,"Ret City Share, Fire (New)",470118,Retirement Contributions,RET_CONTRIB,Contributions Ret/HSS/HlthCare,CONTRIB_RET_HSS_HLTH
3002,ITI Fr 5T-Hetch Hetchy W&P Fds,495029,ITI Fr 5T-Hetch Hetchy W&P Fds,495029,IntraFund Transfers In,INTRAFD_TFR_IN
3003,Fishing Boat Dockage,436610,Port - Fishing Rent,PORT_FISH_RENT,Rents & Concessions,RENTS_CONCESSIONS
3004,Homeowners Prop Tax Relief,448111,State-Homeowner Prop Tax Relie,ST_HOME_PROP_TAX_RLF,Intergovernmental: State,INTERGOV_REV_ST
3005,Opera House Rental,435511,Cultural Facilities-Rentals,435,Rents & Concessions,435
3006,Office Equip-L-P FinAgency-Ren,564980,Eq Lease-Pur-CtyFinAgcy-Opt Re,564,Capital Outlay,560
3007,Convention Facilities-Concess,435702,Conv Facilts-Rental-Concession,435,Rents & Concessions,435
3008,Temporary Sign Fees,460170,General Government Services,GENL_GOVT_SVCS,Charges for Services,CHGS_FOR_SERVICES
3009,Entertainment & Promotion Bdgt,525000,Entertainment and Promotion,ENT_PROMO,Non-Personnel Services,NON_PERS_SVCS
3010,Other Equipment,560990,Equipment Purchase,560,Capital Outlay,560
3011,"Taxes, Licenses & Permits-Bdgt",552000,Taxes: Licenses/Permits,TAX_LIC_PERM,Non-Personnel Services,NON_PERS_SVCS
3012,Other State-Publc Asstnce Prog,445299,State-Public Assistance Prog,445,Intergovernmental Rev-State,445
3013,"Other Hosp, Clinics&Lab Supply",544990,Hospital: Clinic/Lab Supplies,HOSP_CLIN_LAB_SUPP,Materials & Supplies,MTL_SUPP
3014,Resale Of Steam,533140,Power for Resale,POWER_RESALE,Non-Personnel Services,NON_PERS_SVCS
3015,IP Adj Comm HMO FC105,465765,Inpatient Contl Rev Deduct,INPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
3016,Dog License,420911,Other Licenses & Permits,OTH_LIC_PERM,"Licenses, Permits,& Franchises",LIC_PERM_FRAN
3017,NC-Flex Benefits-HSS Administered,05670,Hlth Svc Fnd-Hmo;Dentl & Disab,557,Fiduciary-Benefit Payments,555
3018,CFC & Motor Vehicle A-C Permit,463542,Public Health Charges,463,Charges For Services,460
3019,CTO To 5N-Ptc-Park-Traffic Fd,591040,Gen Fund Subsidy Transfer Out,592,Operating Transfers Out,591
3020,Books,560310,Equipment Purchase,EQUIP_PURCH,Capital Outlay,CAP_OUTLAY
3021,Debris Boxes,460641,Public Safety Service Charges,PUB_SAFE_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
3022,Emsa Receiving Hospital Fee,460906,Emergency Srvc Related Charges,EMER_SVC_REL_CHG,Charges for Services,CHGS_FOR_SERVICES
3023,Women & Children Resid Trmt Svcs-AB 118,45740,State-Health & Human Services,445,Intergovernmental Rev-State,445
3024,ChildWelfareSvc-Ab118-Abx1 16,445715,State-Health/Human Services,STATE_HLTH_HUM_SVC,Intergovernmental: State,INTERGOV_REV_ST
3025,Subdivision Map,460640,Public Safety Service Charges,460,Charges For Services,460
3026,Medical Records Abstract Sales,476252,Proceed Fr Sale-Othr City Prop,476,Other Revenues,475
3027,Sr-DPW-Engineering,581071,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3028,Land Acquisition Cost,566990,Land Capital Outlay,566,Capital Outlay,560
3029,Other Bldg Maint Svcs,528990,Maint Svcs-Building & Structur,MNTSVCS_BLDG_STRUC,Non-Personnel Services,NON_PERS_SVCS
3030,Safety Net Care Pool (Sncp),466004,State Bill Revenues,466,Charges For Services,460
3031,PUC Flood Water Mgmt Program,538300,City Grant Programs,538,City Grant Programs,538
3032,"Ret Pickup, Police (New)",470126,Retirement Contributions,RET_CONTRIB,Contributions Ret/HSS/HlthCare,CONTRIB_RET_HSS_HLTH
3033,B Flx Medical Capitation,556120,Hlth Svc Fnd-Hmo;Dentl & Disab,557,Fiduciary-Benefit Payments,555
3034,Medi-Cal Home Health,465321,Outpatient Revenues,465,Charges For Services,460
3035,Exp Rec Fr Police Comssn AAO,486500,ISF Charges for Services to AAO Funds,860,ISF Charges for Services,860
3036,Exp Rec Fr PUC (Non-AAO),487250,Expend Recov-Svc to Non AAO,EXP_REC_SVC_NONAAO,Expenditure Recovery,EXP_RECOVERY
3037,IP Adj MCal FC107,465767,Inpatient Contl Rev Deduct,INPATIENT_REVDEDUCT,Charges for Services,CHGS_FOR_SERVICES
3038,Wellness Payout - Misc,510060,One-Time Payments,ONE_TIME_PMT,Salaries,SALARIES
3039,Premium Pay - Misc,509010,Premium Pay,PREM_PAY,Salaries,SALARIES
3040,Excavation Inspection,460631,Public Safety Service Charges,460,Charges For Services,460
3041,Land Capitalized Expenditures,563101,Land,LAND,Capitalized Expenditures,CAP_EXP
3042,Capital Contributions-Others,412001,Capital Contributions-Others,412,Capital Contributions-Others,406
3043,Laundry Renewals,463503,Public Health Charges,463,Charges For Services,460
3044,Overhead Cost Recovery,469920,Other Charges for Services,OTH_CHGS_SVCS,Charges for Services,CHGS_FOR_SERVICES
3045,PB OP Corporate/Client FC116,465676,PB Outpatient Revenue,PB_OUTPATIENT_REV,Charges for Services,CHGS_FOR_SERVICES
3046,Bank Service Fee,30499,Other Investment Income -Gross,430,Interest & Investment Income,430
3047,Construction In Progress Exp-A,563302,Construction in Progress,CIP,Capitalized Expenditures,CAP_EXP
3048,Registry - Nurses,527870,Professional/Specialized Svcs,PROF_SPEC_SVC,Non-Personnel Services,NON_PERS_SVCS
3049,Devlpmnt Fee Collectn-AdminFee,461187,Planning & Engineering Svcs,PLAN_ENG_SVCS,Charges for Services,CHGS_FOR_SERVICES
3050,GF-Con-Payroll-Personnel,581150,Svcs Of Other Depts -AAO Funds,581,Services Of Other Depts,581
3051,Admission-Recreation Facilts,462611,Rec & Park Service Charges,REC_PARK_SVC_CHGS,Charges for Services,CHGS_FOR_SERVICES
3052,Recovery Indirect Grant Costs,444933,Federal - Other,FED_OTHER,Intergovernmental: Federal,INTER_REV_FED
3053,Communication Supplies,543410,Equipment Mntc Supplies,EQUIP_MNTC_SUP,Materials & Supplies,MTL_SUPP
